,index,age,gender_code,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,gender
5370,5382,11,1,1,1625,656,2,506,1631,1182,1272,1167,1,13,905.4753332,93,782.96,1912,1524,1746,1746,590,0,0
5741,5753,43,0,1,507,656,3,1423,1631,1158,519,1167,1,20,637.43,1,763.48,1588,1976,1746,1746,125,0,1
3412,3421,51,0,1,1368,765,2,1571,1,1182,1272,1176,1,-999,61.53,115,538.67,1912,1524,1746,1746,588,1,1
1442,1444,16,0,1,1368,390,3,1423,1631,1182,1272,1157,1,19,32.43,116,1096.633216,1912,1524,1746,1746,588,0,1
3653,3662,41,0,1,1625,765,3,1571,1,1158,402,1176,1,14,230.74,115,587.35,1912,1524,1746,1746,590,1,1
1760,1763,57,1,1,507,525,3,1571,1,1160,1307,1176,1,11,164.48,115,782.75,1588,1976,1754,440,613,0,0
46,46,58,0,1,507,656,5,1423,1631,1158,1272,1176,1,11,30.78,133,713.62,1912,1524,1746,1746,613,0,1
3985,3994,23,1,1,1368,656,5,1423,1631,1160,519,1167,2,19,1169.922456,127,317.07819489999997,1588,1976,1754,458,613,1,0
2360,2367,20,0,1,1625,390,2,1423,1631,1182,1272,1167,1,21,1111.240616,116,1192.171991,1912,1524,1754,440,554,0,1
6555,6569,54,0,1,1368,744,7,1423,1631,1160,1272,1157,1,9,129.6,315,718.71,1912,1524,1754,440,603,1,1
620,620,34,1,1,1625,525,2,1423,1631,1182,402,1157,1,14,244.46,117,708.04,1912,1524,1754,458,139,0,0
5659,5671,22,0,1,1625,744,3,1423,1631,1160,1307,1176,1,12,320.2,113,668.58,1588,1976,1754,458,590,1,1
3084,3092,12,1,1,1368,765,4,1423,1631,1160,1272,1176,1,17,207.37,113,570.18,1912,1524,1754,458,603,1,0
2072,2078,54,1,1,1625,656,2,506,1,1182,1272,1157,1,11,286.5,134,758.21,1912,1524,1754,438,590,0,0
906,906,35,0,1,1368,656,3,1423,1631,1158,519,1157,1,16,31.0,1,678.32,1912,1524,1754,418,590,1,1
2662,2669,45,0,1,1625,765,2,1571,1631,1160,1307,1157,1,12,-340.0269297,315,502.67,1912,1524,1746,1746,590,1,1
1280,1282,48,1,1,1368,525,1,1423,1631,1182,1307,1167,1,13,155.87,121,723.54,1912,1524,1746,1746,125,0,0
3146,3154,26,0,1,1625,744,9,506,1,1158,1307,1176,1,14,30.39,144,695.52,1912,1524,1746,1746,588,1,1
3854,3863,20,1,1,1625,656,5,1571,1,1160,402,1167,1,16,2109.208474,137,270.6396962,1912,1524,1746,1746,133,0,0
1883,1887,50,1,1,1625,525,6,1571,1,1158,1272,1157,1,18,71.72,94,621.9,1912,1524,1746,1746,588,1,0
5379,5391,17,0,1,507,656,5,1571,1,1182,1307,1157,1,15,137.08,89,694.16,1588,1976,1746,1746,613,1,1
3972,3981,40,1,1,1368,420,2,1571,1,1160,1272,1176,1,18,357.85,104,765.28,1912,1976,1746,1746,603,0,0
5309,5321,59,1,1,1625,656,5,1571,1,1158,1307,1157,1,13,31.75,137,800.78,1588,1976,1754,458,133,0,0
2099,2105,33,1,1,1625,656,15,1423,1631,1158,1307,1157,1,3,34.15,315,708.69,1588,1976,1754,438,139,0,0
2524,2531,45,1,1,1368,656,4,1423,1631,1158,1307,1167,1,6,33.7,113,709.83,1912,1524,1746,1746,613,0,0
6027,6039,16,1,1,1625,390,4,1423,1631,1158,1272,1167,1,22,182.65,315,761.42,1588,1976,1754,458,554,0,0
2222,2228,18,0,1,1625,765,5,1571,1,1182,402,1167,1,15,762.91,127,609.85,1912,1524,1746,1746,613,1,1
5443,5455,23,1,1,1625,744,2,1423,1631,1182,1307,1176,1,-999,64.68,101,506.54,1588,1976,1754,438,554,1,0
542,542,35,0,1,1368,390,8,1571,1631,1182,1307,1157,1,9,637.22,134,796.47,1588,1976,1746,1746,554,0,1
4678,4687,53,0,1,1368,390,5,1571,1,1160,1307,1167,1,-999,324.29,126,745.71,1588,1976,1746,1746,603,0,1
2039,2045,63,0,1,1368,765,5,1423,1631,1158,1272,1176,1,12,345.17,89,601.49,1912,1524,1746,1746,554,1,1
356,356,18,1,1,1625,656,6,1423,1631,1158,1307,1157,1,21,260.08,137,773.63,1912,1524,1746,1746,613,0,0
5063,5073,14,0,1,1625,744,3,1571,1,1182,1272,1157,1,9,239.98,134,681.59,1912,1524,1746,1746,590,1,1
853,853,16,0,1,1625,390,5,1423,1631,1182,1307,1157,1,9,362.39,123,773.88,1912,1524,1746,1746,613,0,1
1652,1654,43,1,1,1368,744,6,1571,1,1158,1272,1167,1,13,105.76,94,287.9319494,1912,1524,1746,1746,590,1,0
6282,6296,35,1,1,1625,744,8,506,1,1158,1272,1167,1,11,194.04,104,540.09,1912,1524,1746,1746,613,1,0
3992,4001,34,0,1,1368,656,6,1423,1631,1160,1307,1167,1,18,314.84,315,720.66,1912,1976,1746,1746,590,0,1
2439,2446,37,0,1,1625,525,6,1423,1631,1160,402,1167,1,6,211.29,126,710.54,1912,1524,1746,1746,613,1,1
4692,4701,20,0,1,1625,390,7,1571,1,1160,1307,1157,1,6,42.81,315,722.64,1912,1524,1754,458,139,0,1
3235,3243,19,1,1,1625,390,6,1571,1,1158,1272,1157,1,21,114.49,315,1256.8563470000001,1588,1976,1746,1746,603,0,0
4261,4270,22,1,1,1368,744,2,1571,1631,1158,402,1176,1,9,882.8,115,140.7377233,1912,1976,1746,1746,588,1,0
6509,6523,12,0,1,1368,420,2,1423,1631,1160,1272,1167,1,21,35.41,137,773.28,1588,1976,1746,1746,155,0,1
2929,2936,54,1,1,1625,420,9,506,1,1182,1272,1167,1,7,245.01,123,763.54,1912,1524,1754,440,133,0,0
6431,6445,12,1,1,1625,744,3,1423,1631,1160,1307,1176,1,21,224.91,104,676.78,1588,1976,1746,1746,554,1,0
3479,3488,62,1,1,1625,656,6,1423,1631,1182,1307,1157,1,16,347.82,126,948.4535672000001,1912,1524,1754,418,590,1,0
5693,5705,55,1,1,1625,744,3,1571,1,1158,1307,1167,1,11,282.84,116,538.14,1588,1976,1746,1746,590,1,0
5980,5992,46,0,1,1625,656,6,506,1,1160,1307,1167,1,18,64.99,137,837.97,1912,1524,1754,440,125,0,1
4417,4426,41,0,1,1368,420,1,1571,2,1160,1307,1176,1,11,615.48,126,764.8,1588,1976,1746,1746,554,0,1
4937,4946,20,0,1,1368,525,8,506,1,1160,1307,1157,1,-999,160.87,27,754.11,1912,1524,1746,1746,139,0,1
3499,3508,34,0,1,1368,765,3,1423,1631,1158,1272,1176,1,3,190.68,116,509.64,1588,1976,1754,440,603,1,1
4998,5007,21,1,1,507,744,4,506,1,1160,1272,1176,1,10,303.37,132,674.58,1912,1976,1746,1746,613,1,0
2543,2550,24,0,1,1368,744,4,1423,1631,1158,1272,1176,2,9,224.13,132,662.35,1912,1524,1754,438,590,1,1
54,54,43,1,1,1625,420,5,1571,1631,1158,402,1167,1,16,773.83,104,700.4,1588,1976,1746,1746,613,0,0
2590,2597,22,1,1,1368,765,6,1423,1631,1182,402,1157,1,6,299.71,116,570.79,1588,1976,1746,1746,588,1,0
3776,3785,48,1,1,1625,420,2,1423,1631,1160,1307,1176,1,16,34.8,121,742.96,1912,1524,1754,418,613,0,0
1236,1238,44,1,1,1625,744,5,1571,1,1160,402,1157,1,11,268.43,137,575.49,1912,1976,1746,1746,554,1,0
3748,3757,12,0,1,1368,525,3,1571,1631,1160,1272,1176,1,20,128.47,1,764.96,1588,1976,1754,440,590,0,1
4939,4948,27,1,1,1625,744,5,1571,1,1160,1272,1157,1,1,136.74,133,697.62,1912,1524,1746,1746,613,1,0
2128,2134,26,1,1,1625,744,3,506,1,1158,1307,1167,1,7,794.33,126,620.64,1912,1976,1754,418,590,1,0
3131,3139,13,1,1,1625,744,3,1571,1,1160,1307,1157,1,14,34.84,117,1235.38859,1912,1524,1754,440,588,1,0
4632,4641,54,1,1,1625,656,6,506,1,1160,1307,1157,1,16,307.16,113,622.93,1912,1524,1746,1746,590,1,0
572,572,19,0,1,1368,744,3,1423,1631,1158,519,1167,1,6,221.89,315,646.77,1588,1976,1754,418,613,1,1
4212,4221,59,0,1,1625,525,5,1423,1631,1182,1307,1167,1,5,144.7,115,680.49,1588,1976,1746,1746,590,1,1
3362,3371,16,1,1,1625,390,2,1571,1,1158,1272,1176,1,15,261.36,116,478.99953099999993,1588,1976,1754,440,590,0,0
2770,2777,35,0,1,1625,420,5,1571,1,1160,1272,1176,1,15,927.54,116,797.46,1588,1976,1754,438,588,0,1
4901,4910,24,1,1,1368,765,1,1423,1631,1160,1272,1176,1,13,35.56,107,261.68388619999996,1912,1524,1754,418,554,1,0
5685,5697,43,1,1,507,656,7,1423,1631,1158,519,1157,1,9,358.24,115,732.71,1588,1976,1754,458,603,0,0
2001,2006,35,0,1,1625,525,6,1571,1,1182,1307,1167,1,9,59.65,116,633.95,1912,1524,1754,440,590,1,1
2568,2575,14,0,1,1625,525,3,506,1,1160,1272,1176,1,21,33.71,115,760.58,1588,1976,1746,1746,590,0,1
1503,1505,59,1,1,1368,744,4,1423,1631,1158,1272,1157,1,14,134.79,121,1099.477062,1912,1524,1746,1746,588,1,0
2957,2964,39,0,1,1368,525,6,1571,1,1182,1272,1157,1,15,51.45,123,781.46,1588,1976,1754,418,590,0,1
2256,2262,13,0,1,1625,525,5,1571,1,1158,1307,1176,1,14,110.65,113,715.42,1912,1524,1754,458,588,1,1
2923,2930,14,1,1,1368,390,5,1571,1,1160,1307,1157,1,4,819.95,117,758.05,1912,1976,1746,1746,603,0,0
933,934,25,1,1,507,420,2,1423,1631,1160,402,1157,1,12,-901.2962474,123,735.18,1912,1524,1746,1746,155,0,0
547,547,60,1,1,1625,744,8,1423,1631,1158,402,1176,1,-999,497.62,121,854.431042,1588,1976,1746,1746,588,1,0
4163,4172,43,1,1,1368,525,5,1423,1631,1158,1272,1157,1,9,192.42,123,785.06,1912,1524,1754,458,613,0,0
1376,1378,49,0,1,1625,390,4,1423,1631,1160,402,1167,1,15,390.95,115,772.85,1912,1524,1746,1746,613,0,1
2188,2194,28,1,1,1368,525,4,1423,1631,1182,1272,1157,1,14,169.51,119,621.02,1588,1976,1754,458,588,1,0
1162,1164,60,1,1,1625,390,2,1571,1,1158,1272,1176,1,8,84.7,122,743.37,1588,1976,1754,418,613,0,0
1764,1767,33,1,1,1368,656,5,1571,1,1160,1272,1157,1,12,73.87,134,639.47,1912,1524,1746,1746,554,1,0
5141,5151,60,0,1,507,656,9,1571,1,1182,1272,1157,1,13,769.16,127,524.5289173,1912,1976,1754,458,155,0,1
4851,4860,49,0,1,1625,744,4,506,1,1158,402,1167,1,18,813.33,116,637.97,1912,1524,1746,1746,603,1,1
1232,1234,36,1,1,1368,656,8,1423,1631,1182,1307,1157,1,7,312.28,137,831.47,1588,1976,1746,1746,133,0,0
3834,3843,15,1,1,1368,765,5,1423,1631,1160,1272,1167,1,8,34.07,126,655.43,1912,1524,1746,1746,603,1,0
4969,4978,32,0,1,1625,420,3,1571,1,1158,519,1176,1,13,291.43,116,727.47,1912,1524,1746,1746,588,0,1
2213,2219,48,1,1,1625,744,2,506,1,1160,519,1167,1,18,159.65,94,861.0106860999999,1588,1976,1746,1746,603,1,0
1950,1954,38,0,1,507,656,3,1571,1,1160,1307,1167,1,19,31.98,122,768.57,1912,1524,1746,1746,588,0,1
42,42,33,0,1,1625,420,4,506,1,1160,1307,1167,1,12,394.26,144,752.3,1912,1524,1754,440,590,0,1
4571,4580,39,0,1,1368,390,6,1571,1,1160,402,1176,1,25,506.43,115,701.87,1912,1976,1746,1746,554,0,1
2417,2424,64,0,1,1368,656,3,1423,1631,1158,1272,1157,1,22,168.76,119,731.54,1588,1976,1754,438,139,0,1
1739,1742,14,1,1,1625,656,3,1423,1631,1160,1307,1157,1,19,31.89,121,628.02,1912,1524,1746,1746,603,1,0
170,170,35,1,1,1625,765,4,1571,1,1160,1272,1157,1,6,33.96,93,545.14,1912,1524,1746,1746,613,1,0
5259,5271,47,0,1,1625,656,7,1423,1631,1160,1307,1167,1,13,57.65,101,700.13,1588,1976,1754,458,613,1,1
2179,2185,25,0,1,1368,744,3,1571,1,1158,1272,1157,1,8,237.33,115,525.22,1912,1524,1746,1746,588,1,1
5439,5451,19,0,1,1625,744,3,1571,3,1182,519,1167,1,15,81.41,89,555.28,1588,1976,1746,1746,603,0,1
1346,1348,55,0,1,1368,765,1,1423,1631,1182,1272,1176,1,11,56.76,107,600.15,1588,1976,1746,1746,590,1,1
2157,2163,57,0,1,1625,765,3,506,1,1158,1307,1176,2,8,328.97,116,1024.2726599999999,1588,1976,1754,438,590,1,1
2153,2159,13,1,1,1368,390,3,506,1,1182,519,1176,1,13,449.87,315,838.51,1912,1976,1746,1746,155,0,0
272,272,23,0,1,1625,744,5,1423,1631,1160,1272,1167,1,9,54.12,133,653.38,1588,1976,1754,458,588,1,1
4971,4980,16,0,1,507,420,6,1571,1,1182,1307,1167,1,16,31.79,123,779.6,1588,1976,1754,438,155,0,1
1869,1873,16,0,1,1625,420,3,1571,1631,1158,1272,1176,1,21,105.66,116,787.21,1588,1976,1746,1746,554,0,1
4996,5005,10,0,1,1625,744,6,1423,1631,1158,1307,1157,1,9,33.43,315,396.6037727,1588,1976,1754,438,590,1,1
2062,2068,47,0,1,1368,765,4,1571,1,1160,519,1157,1,9,446.75,144,645.04,1912,1524,1746,1746,588,1,1
5903,5915,23,0,1,1625,744,4,1423,1631,1182,1307,1157,1,4,378.04,101,699.06,1588,1976,1754,418,590,1,1
3703,3712,43,0,1,1625,765,2,1423,1631,1160,1307,1157,1,13,393.39,119,134.2486161,1588,1976,1754,438,613,1,1
1216,1218,54,0,1,1625,390,2,1571,1,1158,1307,1167,1,15,983.0080946,94,783.85,1912,1524,1746,1746,554,0,1
3259,3267,49,1,1,1625,525,3,1423,1631,1160,1307,1157,1,3,163.58,113,695.8,1588,1976,1746,1746,588,1,0
4576,4585,46,1,1,1368,525,2,1571,1631,1182,1307,1157,1,19,114.84,122,1221.3130609999998,1912,1524,1746,1746,588,0,0
3092,3100,60,1,1,1625,744,5,1423,1631,1182,519,1157,1,7,100.55,107,715.36,1912,1524,1746,1746,603,1,0
518,518,41,0,1,1625,420,5,1423,1631,1160,1272,1176,1,8,474.34,137,734.29,1588,1976,1746,1746,133,0,1
206,206,60,1,1,1625,656,5,506,1,1182,1307,1176,1,7,67.78,315,464.501175,1588,1976,1754,458,588,1,0
1548,1550,56,1,1,1625,390,7,1423,1631,1158,1307,1167,1,2,116.58,113,762.24,1912,1524,1746,1746,613,0,0
85,85,55,1,1,1368,390,3,1571,1,1160,402,1176,1,1,1316.52,115,441.83654989999997,1912,1524,1746,1746,603,0,0
4720,4729,34,0,1,1625,390,4,1423,1631,1182,1307,1176,1,14,233.37,23,845.29,1588,1976,1754,440,139,0,1
2991,2998,59,1,1,1625,765,6,1423,1631,1160,1307,1176,1,22,169.87,116,62.38917055,1588,1976,1754,440,613,1,0
4825,4834,39,0,1,1368,765,5,1423,1631,1182,1307,1176,1,10,58.58,315,675.41,1588,1976,1754,458,590,1,1
3887,3896,25,1,1,1368,744,6,1571,2,1158,402,1176,1,12,274.72,133,510.35,1912,1524,1754,438,603,1,0
1172,1174,60,0,1,1625,765,5,1571,1,1158,1272,1157,1,13,1042.657705,101,622.94,1588,1976,1754,440,603,1,1
4860,4869,35,1,1,1368,656,2,1423,1631,1160,402,1176,1,22,229.01,137,712.38,1912,1524,1746,1746,133,0,0
2002,2007,30,1,1,1625,656,8,506,1,1158,1307,1176,1,12,458.85,315,653.0,1588,1976,1746,1746,590,1,0
1626,1628,12,1,1,507,420,5,1423,1631,1158,519,1157,1,16,84.75,137,777.43,1912,1524,1746,1746,603,0,0
4344,4353,20,1,1,1368,744,3,1423,1631,1160,1307,1157,1,21,31.87,131,648.34,1588,1976,1754,438,613,1,0
5988,6000,19,0,1,1368,656,5,1571,1,1182,519,1167,1,22,567.56,117,720.85,1912,1524,1746,1746,588,0,1
3462,3471,17,1,1,1625,765,7,1571,1,1182,1307,1176,1,21,1270.6752720000002,122,540.82,1588,1976,1746,1746,603,1,0
4479,4488,57,1,1,1368,765,2,506,1,1182,519,1176,1,18,30.64,132,719.42,1588,1976,1754,458,590,1,0
5508,5520,59,0,1,1625,390,8,1423,1631,1158,1307,1176,1,12,121.96,122,782.33,1912,1524,1746,1746,139,0,1
2860,2867,32,1,1,1625,656,5,1571,1,1160,402,1176,1,23,684.21,144,797.34,1588,1976,1754,440,155,0,0
3774,3783,43,1,1,1368,390,8,1423,1631,1158,1307,1176,1,13,152.54,137,827.15,1588,1976,1754,418,155,0,0
4666,4675,55,1,1,1625,744,7,1571,1,1158,519,1176,1,16,299.34,126,574.14,1912,1524,1746,1746,603,1,0
5976,5988,53,1,1,1368,420,3,1571,1,1158,1307,1157,2,11,750.9,119,723.23,1912,1524,1746,1746,590,0,0
1408,1410,62,1,1,1368,656,6,1571,1,1182,519,1176,1,4,1059.236676,89,1123.653563,1588,1976,1754,458,588,1,0
1517,1519,56,0,1,1625,656,7,506,1,1158,1272,1167,1,20,123.63,101,758.03,1588,1976,1746,1746,590,0,1
5047,5057,51,1,1,507,765,2,1571,1,1160,1307,1157,1,11,133.89,315,680.64,1588,1976,1754,438,603,1,0
259,259,37,1,1,1625,525,1,1571,1,1158,1272,1167,1,7,43.78,113,282.3638793,1912,1524,1746,1746,588,1,0
1818,1821,50,1,1,1625,390,5,506,1,1160,1307,1167,1,2,406.44,93,783.79,1588,1976,1746,1746,554,0,0
920,920,57,0,1,1625,656,4,1571,1,1182,1272,1157,1,18,190.67,117,760.96,1588,1976,1754,438,139,0,1
4071,4080,44,1,1,1368,390,4,1571,1,1160,1307,1157,1,21,1440.374841,119,790.14,1912,1976,1754,438,155,0,0
3326,3335,30,0,1,1625,656,6,1571,1,1158,1272,1157,1,13,144.03,115,641.2,1912,1524,1746,1746,588,1,1
2880,2887,15,1,1,1625,420,3,506,1,1182,1307,1157,1,13,204.52,144,777.79,1912,1976,1746,1746,125,0,0
6315,6329,48,1,1,1368,744,4,1571,1,1182,1307,1157,1,5,571.42,126,1188.997365,1588,1976,1746,1746,554,1,0
3674,3683,17,1,1,1368,765,8,1571,1,1182,519,1176,1,16,247.96,116,619.18,1588,1976,1746,1746,590,1,0
6076,6088,37,0,1,1625,765,2,1571,3,1158,1272,1176,1,16,1419.570749,137,666.57,1588,1976,1746,1746,554,1,1
822,822,50,0,1,1625,420,3,1423,1631,1182,1272,1157,1,23,154.8,133,740.0,1912,1524,1754,440,554,0,1
5619,5631,56,1,1,1368,656,2,1571,1,1160,1307,1167,1,19,162.87,1,787.38,1588,1976,1746,1746,613,0,0
5250,5262,45,1,1,1625,744,4,1423,1631,1160,402,1176,1,12,336.85,127,663.29,1588,1976,1746,1746,588,1,0
1466,1468,53,0,1,1625,420,4,1571,1631,1158,519,1167,1,2,733.41,29,787.73,1912,1976,1746,1746,125,0,1
3127,3135,57,0,1,1368,744,1,1423,1631,1158,519,1167,1,11,308.71,117,652.63,1912,1524,1746,1746,613,1,1
1557,1559,47,0,1,1625,390,3,1423,1631,1160,1307,1176,1,24,65.46,315,723.12,1912,1524,1746,1746,155,0,1
3838,3847,28,1,1,507,420,4,1423,1631,1160,1272,1167,1,10,33.66,126,764.96,1588,1976,1746,1746,603,0,0
3625,3634,36,0,1,1625,744,5,1571,1,1182,1307,1157,1,21,357.87,132,594.08,1912,1976,1746,1746,613,1,1
4526,4535,55,0,1,507,765,3,1571,1,1182,519,1176,1,14,61.61,107,632.2,1588,1976,1754,440,603,1,1
3847,3856,62,1,1,1625,525,3,1571,1631,1158,1272,1176,1,13,-1061.0002279999999,115,1025.2072130000001,1588,1976,1754,418,613,0,0
3386,3395,32,1,1,1368,765,2,1571,1631,1182,402,1157,1,12,1121.35,137,604.89,1912,1976,1746,1746,588,1,0
1329,1331,61,0,1,1625,656,4,1571,1,1182,402,1167,1,18,523.93,115,730.76,1912,1976,1754,458,139,0,1
5938,5950,32,1,1,1368,744,4,1571,1,1158,1307,1157,1,5,94.73,131,681.72,1912,1524,1754,438,590,1,0
5863,5875,29,0,1,1625,765,1,506,1,1158,1272,1176,1,25,94.53,89,584.01,1912,1524,1754,440,603,1,1
4268,4277,39,1,1,507,656,1,1423,1631,1182,1272,1167,1,13,172.0,134,736.22,1588,1976,1746,1746,554,0,0
5449,5461,12,1,1,1368,420,4,1423,1631,1160,1307,1176,1,8,103.65,116,766.88,1912,1524,1746,1746,603,0,0
4604,4613,40,0,1,1625,765,6,506,1,1182,519,1157,1,16,32.59,123,601.97,1912,1524,1746,1746,554,1,1
3491,3500,61,0,1,1625,390,2,1571,1,1158,1272,1167,1,14,970.17,315,703.02,1912,1524,1754,438,603,0,1
2785,2792,45,0,1,507,390,6,1571,1,1160,519,1157,1,17,1408.006369,116,730.02,1588,1976,1754,440,588,0,1
2411,2418,35,1,1,1625,420,4,1571,1,1160,1307,1167,1,20,57.99,117,725.37,1588,1976,1754,438,603,0,0
5053,5063,32,1,1,1625,525,5,1423,1631,1160,519,1157,1,7,168.58,315,731.66,1588,1976,1746,1746,590,0,0
2952,2959,51,1,1,1625,744,5,506,1,1182,1307,1176,1,14,323.05,1,638.89,1912,1524,1754,440,613,1,0
3242,3250,64,1,1,1368,525,6,1571,1,1158,1307,1176,1,16,124.55,126,781.18,1588,1976,1754,458,588,0,0
1733,1736,40,1,1,1625,744,7,1571,1631,1158,519,1157,1,11,192.63,1,708.14,1588,1976,1746,1746,590,1,0
3651,3660,35,0,1,507,744,5,1423,1631,1182,1307,1157,1,15,483.74,123,654.29,1588,1976,1746,1746,554,1,1
2685,2692,36,1,1,1625,744,5,506,1,1160,1272,1167,1,16,472.42,93,688.0,1912,1524,1754,438,603,1,0
867,867,33,0,1,1368,420,3,1571,1,1182,1272,1167,1,11,1024.9023539999998,126,760.36,1588,1976,1754,418,155,0,1
1697,1700,19,1,1,1625,765,5,1423,1631,1158,519,1176,1,20,267.02,117,635.44,1588,1976,1754,458,603,1,0
3454,3463,22,1,1,1625,656,1,1423,1631,1182,402,1157,1,12,431.18,131,745.1,1912,1524,1746,1746,588,0,0
5927,5939,17,0,1,1625,765,3,1423,1631,1182,1307,1157,1,25,63.14,126,577.85,1588,1976,1746,1746,588,1,1
5447,5459,14,1,1,1625,656,4,1571,1,1182,1307,1176,1,11,786.87,116,794.87,1912,1976,1754,440,588,0,0
3997,4006,33,0,1,1625,765,5,1571,1,1182,402,1176,1,8,484.68,115,584.46,1588,1976,1746,1746,588,1,1
2467,2474,46,0,1,1625,525,8,1571,1,1160,1272,1157,1,11,34.01,121,727.49,1912,1524,1746,1746,554,0,1
266,266,14,0,1,1625,765,4,506,1,1160,519,1167,1,14,163.99,126,583.06,1588,1976,1754,458,603,1,1
2514,2521,60,1,1,507,656,2,1571,1,1158,402,1157,1,3,919.49,126,708.41,1912,1524,1746,1746,588,1,0
3866,3875,63,1,1,1625,765,4,1571,1631,1182,1307,1176,1,4,329.27,101,697.08,1588,1976,1754,438,554,1,0
467,467,51,1,1,1368,390,7,1423,1631,1158,1307,1167,1,18,55.0,93,786.6,1588,1976,1746,1746,613,0,0
3152,3160,15,0,1,1368,390,5,506,1,1182,519,1157,1,15,97.48,315,493.2261111,1912,1524,1754,440,603,0,1
1187,1189,13,0,1,1368,390,4,1423,1631,1182,1272,1176,1,9,117.5,113,706.41,1912,1524,1754,418,554,0,1
3473,3482,36,0,1,1368,420,7,1423,1631,1160,1307,1167,1,9,46.3,315,743.99,1912,1524,1746,1746,603,0,1
2327,2333,11,1,1,1625,656,6,1571,1,1182,1307,1176,1,16,53.78,131,745.19,1912,1524,1746,1746,588,0,0
3637,3646,23,1,1,1368,420,3,1571,1631,1182,1272,1157,1,16,597.53,122,795.88,1912,1976,1746,1746,139,0,0
2477,2484,52,1,1,1625,525,2,506,1,1158,1307,1176,2,5,294.03,127,277.5984505,1912,1976,1746,1746,603,1,0
1497,1499,11,1,1,1368,525,4,506,1,1160,402,1167,1,17,477.26,1,714.33,1588,1976,1754,440,613,0,0
3659,3668,25,1,1,1625,525,3,1423,1631,1158,1307,1176,1,-999,33.01,315,201.2262876,1588,1976,1754,418,554,1,0
6115,6127,57,0,1,507,420,5,1571,1631,1182,1307,1176,1,19,38.89,115,730.99,1588,1976,1754,438,139,0,1
2577,2584,26,1,1,507,765,2,1571,1,1182,519,1157,1,9,256.59,144,689.02,1912,1524,1746,1746,613,1,0
1837,1840,60,1,1,1368,420,3,1423,1631,1158,1307,1176,1,16,238.59,315,711.65,1912,1976,1746,1746,133,0,0
2666,2673,12,1,1,1368,744,4,1423,1631,1158,1272,1167,1,14,354.33,116,619.17,1912,1976,1746,1746,590,1,0
4272,4281,52,1,1,1368,525,6,1571,1,1182,1307,1157,1,13,84.24,115,731.16,1588,1976,1754,440,155,0,0
3350,3359,16,1,1,1368,656,6,1571,1,1158,1307,1167,1,10,66.11,93,794.1,1588,1976,1754,418,588,0,0
2682,2689,22,0,1,1368,525,3,1423,1631,1160,1272,1176,1,12,72.28,315,755.38,1588,1976,1754,438,554,0,1
247,247,12,1,1,1625,525,5,1571,1,1160,1272,1167,1,2,226.47,123,748.61,1912,1524,1746,1746,588,0,0
1938,1942,36,0,1,1368,744,2,1423,1631,1158,1272,1167,1,19,34.42,133,240.5825378,1588,1976,1746,1746,590,0,1
4376,4385,33,1,1,1625,420,2,1423,1631,1158,519,1167,1,19,145.82,122,1068.9160359999998,1912,1524,1746,1746,588,0,0
819,819,56,1,1,1625,765,5,1423,1631,1160,519,1157,1,21,255.4,89,604.35,1912,1976,1746,1746,590,1,0
3558,3567,44,1,1,1625,525,4,1571,1,1182,1272,1167,1,10,805.15,94,701.86,1588,1976,1754,440,588,0,0
321,321,10,0,1,507,525,3,1423,1631,1158,519,1157,1,12,142.34,116,1078.760958,1912,1524,1754,418,603,1,1
3453,3462,12,1,1,1368,420,4,1571,1,1160,1307,1167,2,11,1180.946713,117,758.46,1588,1976,1754,438,588,0,0
6542,6556,46,0,1,1625,744,5,506,1,1182,1307,1167,1,23,536.45,1,667.83,1588,1976,1746,1746,554,1,1
4972,4981,48,0,1,1368,420,4,1423,1631,1182,1307,1176,1,17,-942.9787630000001,94,704.18,1588,1976,1754,458,603,0,1
4086,4095,44,0,1,1625,390,3,1571,1,1182,1272,1167,1,20,202.17,20,825.13,1588,1976,1754,458,155,0,1
3956,3965,26,1,1,1625,744,2,506,2,1160,1272,1167,1,13,30.61,122,572.01,1588,1976,1754,458,554,1,0
3040,3048,30,0,1,1368,744,3,1571,1,1182,1272,1157,1,6,198.43,93,653.42,1588,1976,1746,1746,603,1,1
2061,2067,29,1,1,1625,744,6,1423,1631,1182,1272,1176,1,-999,394.54,115,565.29,1912,1524,1754,440,588,1,0
1816,1819,62,1,1,507,765,2,1571,1,1160,1272,1176,1,12,1145.2266539999998,315,514.27,1912,1524,1746,1746,588,1,0
2899,2906,15,0,1,507,744,4,1423,1631,1182,1272,1176,1,7,320.01,315,339.7624736,1912,1524,1754,418,590,1,1
4699,4708,43,1,1,1625,390,5,1571,1,1182,1272,1167,1,12,60.8,131,791.02,1912,1524,1754,418,590,0,0
5505,5517,44,1,1,1625,525,3,1423,1631,1182,1272,1157,1,24,158.0,104,722.44,1588,1976,1754,440,554,0,0
4019,4028,50,1,1,1368,420,4,1423,1631,1160,1307,1157,1,6,314.23,133,436.2678448,1588,1976,1746,1746,125,0,0
233,233,24,0,1,1625,525,4,1571,1,1182,519,1176,1,23,31.81,94,622.69,1588,1976,1746,1746,588,1,1
